04050711111111,991008826460,11/11/2024,£12112.22,Expense
04050711111111,386076197153,30/11/2024,£39227.46,Income
04050711111111,547067581822,25/06/2024,£58678.54,Income
04050711111111,390396200721,28/01/2024,£20936.87,Income
04050711111111,628651566932,03/05/2024,£62120.18,Income
04050711111111,311941108277,11/02/2024,£4949.03,Income
04050711111111,704248493557,22/05/2024,£60130.09,Income
04050711111111,458490989424,19/09/2024,£65914.97,Income
04050711111111,987784129428,02/11/2024,£97548.22,Income
04050711111111,936336432771,25/07/2024,£93688.30,Income
04050711111111,226181165566,17/03/2024,£77358.04,Income
04050711111111,737584657469,03/04/2024,£81211.13,Income
04050711111111,616014938139,22/11/2024,£61860.56,Income
04050711111111,260850239395,18/02/2024,£94045.83,Expense
04050711111111,535082615844,10/07/2024,£98810.65,Income
04050711111111,285542956673,18/11/2024,£77372.05,Income
04050711111111,996163314696,18/09/2024,£89878.98,Income
04050711111111,986239047288,22/04/2024,£58127.06,Income
04050711111111,256856135538,25/11/2024,£11382.43,Income
04050711111111,274649158151,26/05/2024,£80977.82,Expense
04050711111111,354068891746,08/12/2024,£21237.79,Income
04050711111111,924849552877,31/12/2024,£50783.03,Income
04050711111111,685561752834,26/08/2024,£53284.05,Income
04050711111111,406869214619,21/12/2024,£24060.26,Income
04050711111111,306596433320,13/02/2024,£16702.93,Income
04050711111111,713092105315,18/05/2024,£8104.87,Income
04050711111111,180358811739,21/06/2024,£60213.25,Income
04050711111111,291533597731,14/05/2024,£55496.18,Income
04050711111111,197697329281,20/01/2024,£79850.39,Income
04050711111111,894331347984,06/05/2024,£96725.60,Expense
04050711111111,603914406139,22/09/2024,£69281.67,Income
04050711111111,164024189259,24/04/2024,£10019.71,Income
