01020310045555,235848587535,25/12/2024,£395.66,Income
01020310045555,957238684422,17/05/2024,£641.59,Expense
01020310045555,274007591793,26/09/2024,£416.13,Expense
01020310045555,267077717822,23/07/2024,£979.96,Expense
01020310045555,820657322943,12/12/2024,£495.10,Income
01020310045555,762104835441,12/06/2024,£240.19,Income
01020310045555,954316116898,14/01/2024,£982.48,Income
01020310045555,717491601622,06/08/2024,£864.07,Expense
01020310045555,313958804372,12/03/2024,£318.82,Income
01020310045555,627922853189,07/02/2024,£576.61,Income
01020310045555,254728419063,22/12/2024,£549.77,Income
01020310045555,692039772305,12/05/2024,£943.57,Income
01020310045555,313824267632,05/10/2024,£852.03,Expense
01020310045555,138664913304,24/06/2024,£739.37,Expense
01020310045555,504361499111,13/07/2024,£367.48,Income
01020310045555,748865288510,01/09/2024,£148.14,Income
01020310045555,573777219277,30/08/2024,£797.44,Income
01020310045555,477912857287,21/03/2024,£260.57,Expense
01020310045555,939265243546,09/06/2024,£866.13,Expense
01020310045555,733025229376,24/09/2024,£369.71,Income
01020310045555,732157387260,12/11/2024,£997.12,Income
01020310045555,250689554202,29/12/2024,£418.00,Income
01020310045555,959827337894,25/03/2024,£801.94,Expense
01020310045555,103867198807,19/03/2024,£598.82,Income
01020310045555,755080719237,03/09/2024,£4.21,Income
01020310045555,671489738626,27/10/2024,£403.37,Income
01020310045555,346874897844,23/01/2024,£342.81,Income
01020310045555,172049012104,20/09/2024,£63.71,Expense
01020310045555,623701229240,06/02/2024,£372.17,Expense
01020310045555,687522814943,21/09/2024,£642.20,Expense
01020310045555,679548943307,07/09/2024,£138.80,Expense
01020310045555,906654586722,05/11/2024,£159.31,Income
01020310045555,472010627146,13/02/2024,£961.33,Income
01020310045555,925806863988,19/03/2024,£632.39,Income
01020310045555,938957900581,11/08/2024,£48.39,Expense
01020310045555,617226864103,30/05/2024,£700.50,Expense
01020310045555,707896883849,08/02/2024,£486.15,Income
01020310045555,724357859063,20/01/2024,£54.99,Income
01020310045555,476980192670,02/05/2024,£820.10,Income
01020310045555,975922810186,22/09/2024,£545.76,Expense
01020310045555,906980567079,02/08/2024,£732.57,Expense
01020310045555,318190238476,11/12/2024,£415.32,Expense
01020310045555,519889886932,29/08/2024,£246.87,Expense
01020310045555,871134215636,13/09/2024,£5.80,Expense
01020310045555,263039025682,29/08/2024,£998.81,Income
01020310045555,956071666695,14/01/2024,£248.39,Expense
01020310045555,234441483467,09/04/2024,£344.07,Expense
01020310045555,421776594448,08/07/2024,£858.03,Expense
01020310045555,638167972170,16/07/2024,£298.71,Income
01020310045555,277743261173,20/05/2024,£431.03,Income
